[2026-04-13 20:52:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:52:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:54:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 20:55:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:38] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:42] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:08:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:09:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:09:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:09:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:09:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 21:15:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 22:07:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 22:07:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-04-13 22:07:30] FrameRendered: from current_frame.txt | Source: renderer
